_id,wdt_counter,program_version,time_stamp,latitude,longitude,air_temp,air_pressure,bottom_distance,water_temp,surface_distance,battery_voltage,gps_satellites,iridium_signal,iridium_retries,dtc_values_0,dtc_values_1,dtc_values_2,dtc_values_3,dtc_values_4,dtc_values_5,dtc_values_6,dtc_values_7,dtc_values_8,dtc_values_9,dtc_values_10,dtc_values_11,dtc_values_12,dtc_values_13,dtc_values_14,dtc_values_15,dtc_values_16,dtc_values_17,dtc_values_18,dtc_values_19,dtc_values_20,dtc_values_21,dtc_values_22,dtc_values_23,dtc_values_24,dtc_values_25,dtc_values_26,dtc_values_27,dtc_values_28,dtc_values_29,dtc_values_30,dtc_values_31,dtc_values_32,dtc_values_33,dtc_values_34,dtc_values_35,dtc_values_36,dtc_values_37,dtc_values_38,dtc_values_39,dtc_values_40,dtc_values_41,dtc_values_42,dtc_values_43,dtc_values_44,dtc_values_45,dtc_values_46,dtc_values_47,dtc_values_48,dtc_values_49,dtc_values_50,dtc_values_51,dtc_values_52,dtc_values_53,dtc_values_54,dtc_values_55,dtc_values_56,dtc_values_57,dtc_values_58,dtc_values_59,dtc_values_60,dtc_values_61,dtc_values_62,dtc_values_63,dtc_values_64,dtc_values_65,dtc_values_66,dtc_values_67,dtc_values_68,dtc_values_69,dtc_values_70,dtc_values_71,dtc_values_72,dtc_values_73,dtc_values_74,dtc_values_75,dtc_values_76,dtc_values_77,dtc_values_78,dtc_values_79,dtc_values_80,dtc_values_81,dtc_values_82,dtc_values_83,dtc_values_84,dtc_values_85,dtc_values_86,dtc_values_87,dtc_values_88,dtc_values_89,dtc_values_90,dtc_values_91,dtc_values_92,dtc_values_93,dtc_values_94,dtc_values_95,dtc_values_96,dtc_values_97,dtc_values_98,dtc_values_99,dtc_values_100,dtc_values_101,dtc_values_102,dtc_values_103,dtc_values_104,dtc_values_105,dtc_values_106,dtc_values_107,dtc_values_108,dtc_values_109,dtc_values_110,dtc_values_111,dtc_values_112,dtc_values_113,dtc_values_114,dtc_values_115,dtc_values_116,dtc_values_117,dtc_values_118,dtc_values_119,dtc_values_120,dtc_values_121,dtc_values_122,dtc_values_123,dtc_values_124,dtc_values_125,dtc_values_126,dtc_values_127,dtc_values_128,dtc_values_129,dtc_values_130,dtc_values_131,dtc_values_132,dtc_values_133,dtc_values_134,dtc_values_135,dtc_values_136,dtc_values_137,dtc_values_138,dtc_values_139,dtc_values_140,dtc_values_141,dtc_values_142,dtc_values_143,dtc_values_144,dtc_values_145,dtc_values_146,dtc_values_147,dtc_values_148,dtc_values_149,dtc_values_150,dtc_values_151,dtc_values_152,dtc_values_153,dtc_values_154,dtc_values_155,dtc_values_156,dtc_values_157,dtc_values_158,dtc_values_159,filename
688c571047d08710f7fae958,1,8,1754027700,78.886608,-156.719456,3,994.7,3.88,4.79,1.347,18.03,7,5,0,6.375,6.25,6.3125,6.25,6.1875,6.1875,6.25,6.3125,6.1875,6.1875,6.375,6.3125,6.1875,6.1875,6.25,6.125,6.125,6.0625,6.0625,6.125,6.0625,6.0625,6.125,6.25,6.125,6.25,6.1875,6.375,6.0625,6.0625,6.125,6.1875,6,6.1875,6.0625,6.1875,6.0625,6.0625,6.0625,6.0625,6.1875,6.1875,6.3125,6.375,6.1875,6.125,6.1875,6.125,6.125,6,6.0625,6,5.9375,5.875,5.875,5.6875,5.6875,5.6875,5.625,5.5,5.5,5.75,5.6875,5.6875,5.6875,5.75,5.75,5.625,5.125,5.375,5.5625,5.5,5.5,5.5,5.4375,5.5625,5.5,5.4375,5.25,5.1875,4.625,4.5,4.625,4.6875,4.75,4.875,4.6875,4.75,4.6875,4.5625,4.625,4.4375,4.625,4.5,4.5,4.5,4.5,4.625,4.9375,4.9375,4.875,5.125,5.125,4.9375,5.125,5,5,5.0625,5.125,5.0625,5.1875,5.25,5.125,5.1875,5.3125,5.25,5.5,5.375,5.375,5.375,5.375,5.375,5.375,5.375,5.25,5.4375,5.625,5.25,5.3125,5.375,5.375,5.4375,5.375,5.5,5.5,5.4375,5.375,5.5,5.5,5.625,5.5625,5.375,5.5625,5.6875,5.875,5.8125,6,6,6.0625,6.0625,6.0625,6.0625,6.125,6.1875,6.125,6.0625,6.125,6.1875,6.25,6.375,301434061846300_000010.sbd
688c597047d08710f7fae9eb,1,8,1754028294,78.885296,-156.712384,1.625,994.8,3.88,3.11,1.322,18.1,5,5,0,4.8125,4.6875,4.75,4.625,4.625,4.625,4.6875,4.6875,4.625,4.625,4.8125,4.75,4.625,4.6875,4.6875,4.625,4.625,4.625,4.5625,4.6875,4.625,4.625,4.6875,4.8125,4.6875,4.8125,4.8125,4.9375,4.625,4.6875,4.75,4.8125,4.6875,4.8125,4.75,4.875,4.8125,4.8125,4.8125,4.8125,4.875,4.875,5.0625,5.125,4.9375,4.875,4.9375,4.8125,4.875,4.75,4.8125,4.8125,4.6875,4.625,4.625,4.4375,4.375,4.4375,4.3125,4.125,4.1875,4.3125,4.25,4.125,4.0625,4.0625,4,3.625,3.0625,3.1875,3.4375,3.3125,3.3125,3.25,3.25,3.3125,3.1875,3.0625,2.75,2.625,2.5625,2.4375,2.5625,2.5625,2.5625,2.75,2.6875,2.75,2.875,2.8125,2.875,2.75,2.875,2.8125,2.875,2.8125,2.875,3.0625,3.4375,3.625,3.625,3.8125,3.875,3.75,3.9375,3.875,3.875,4.0625,4.1875,4.125,4.25,4.3125,4.1875,4.3125,4.4375,4.375,4.5625,4.4375,4.4375,4.4375,4.4375,4.375,4.4375,4.4375,4.25,4.4375,4.625,4.25,4.3125,4.3125,4.3125,4.375,4.3125,4.375,4.4375,4.375,4.3125,4.4375,4.375,4.5,4.4375,4.25,4.4375,4.5625,4.6875,4.625,4.8125,4.8125,4.875,4.875,4.875,4.875,5,5.0625,4.9375,4.9375,5,5.0625,5.125,5.3125,301434061846300_000011.sbd
688d89a447d08710f7faebef,1,8,1754106228,78.884872,-156.115024,-0.25,1011.6,3.88,0.25,0.585,18.05,7,4,0,0.0625,-0.0625,-0.0625,-0.125,-0.1875,-0.1875,-0.1875,-0.125,-0.1875,-0.1875,-0.0625,-0.125,-0.25,-0.125,-0.0625,-0.1875,-0.1875,-0.125,-0.125,-0.0625,-0.0625,-0.0625,0,0.25,0,0.125,0.125,0.3125,-0.0625,0,0.125,0.1875,0,0.1875,0.125,0.25,0.125,0.125,0.1875,0.1875,0.25,0.25,0.3125,0.375,0.1875,0.1875,0.1875,0.25,0.3125,0.1875,0.3125,0.375,0.3125,0.375,0.375,0.25,0.25,0.375,0.375,0.3125,0.3125,0.4375,0.375,0.3125,0.25,0.3125,0.3125,0.3125,0.3125,0.4375,0.5,0.4375,0.5,0.4375,0.4375,0.5,0.5,0.5,0.3125,0.5,0.625,0.4375,0.5625,0.5625,0.5625,0.75,0.5625,0.625,0.625,0.4375,0.5625,0.375,0.5625,0.375,0.25,0.3125,0.375,0.5625,0.625,0.5,0.3125,0.5,0.4375,0.25,0.5,0.4375,0.375,0.4375,0.4375,0.3125,0.375,0.4375,0.25,0.25,0.4375,0.3125,0.5625,0.375,0.375,0.375,0.4375,0.375,0.375,0.375,0.25,0.5,0.625,0.25,0.3125,0.3125,0.3125,0.4375,0.3125,0.375,0.375,0.3125,0.25,0.3125,0.25,0.4375,0.375,0.125,0.1875,0.25,0.375,0.25,0.375,0.3125,0.3125,0.3125,0.25,0.3125,0.3125,0.375,0.25,0.25,0.3125,0.3125,0.375,0.5625,301434061846300_000012.sbd
688d8d8d21a83bf16dfaeb2d,2,8,1754107230,78.884384,-156.099312,-0.375,1011.6,3.88,0.52,0.556,18.1,7,5,0,0.125,0,-0.0625,-0.0625,-0.125,-0.0625,-0.125,-0.0625,-0.0625,-0.125,0,-0.0625,-0.1875,-0.0625,0,-0.1875,-0.125,-0.125,-0.125,-0.0625,-0.0625,-0.125,-0.0625,0.1875,-0.0625,0.0625,0,0.1875,-0.125,-0.0625,0,0.0625,-0.125,0.125,0,0.1875,0.0625,0.0625,0.125,0.125,0.1875,0.125,0.1875,0.25,0.0625,0.0625,0.125,0.125,0.1875,0.0625,0.1875,0.25,0.1875,0.25,0.25,0.125,0.125,0.25,0.25,0.1875,0.1875,0.3125,0.1875,0.125,0.0625,0.0625,0,-0.0625,-0.125,0,0.125,0,0.0625,0.0625,0.0625,0.0625,0,0.0625,-0.125,0,0.5,0.3125,0.375,0.375,0.375,0.5,0.375,0.375,0.375,0.1875,0.375,0.1875,0.3125,0.25,0.125,0.0625,0.0625,0.25,0.3125,0.1875,0.0625,0.3125,0.25,0.125,0.375,0.3125,0.3125,0.375,0.3125,0.25,0.3125,0.375,0.1875,0.1875,0.375,0.3125,0.5,0.375,0.3125,0.375,0.375,0.3125,0.3125,0.3125,0.1875,0.375,0.5,0.125,0.1875,0.25,0.25,0.3125,0.1875,0.25,0.25,0.1875,0.125,0.1875,0.125,0.25,0.1875,0,0,0.0625,0.1875,0.0625,0.25,0.1875,0.1875,0.1875,0.1875,0.1875,0.1875,0.3125,0.1875,0.1875,0.25,0.25,0.3125,0.5,301434061846300_000013.sbd
688dc5c947d08710f7faed5a,3,8,1754121630,78.863016,-155.935088,-0.8125,1011.8,1.33,-1.83,1.053,18.1,8,5,0,-0.3125,-0.4375,-0.4375,-0.5,-0.5,-0.5,-0.5,-0.4375,-0.4375,-0.4375,-0.375,-0.375,-0.5,-0.4375,-0.375,-0.5,-0.4375,-0.4375,-0.4375,-0.4375,-0.4375,-0.5,-0.4375,-0.1875,-0.5,-0.375,-0.375,-0.25,-0.5625,-0.5,-0.5,-0.5,-0.75,-0.5625,-0.8125,-0.6875,-0.875,-0.75,-0.5,-0.3125,-0.25,-0.3125,-0.3125,-0.1875,-0.375,-0.4375,-0.375,-0.4375,-0.375,-0.5,-0.4375,-0.375,-0.375,-0.375,-0.375,-0.5,-0.5,-0.375,-0.375,-0.4375,-0.5,-0.3125,-0.375,-0.4375,-0.5,-0.5,-0.5,-0.5,-0.5625,-0.4375,-0.4375,-0.5,-0.4375,-0.5,-0.5,-0.5,-0.5625,-0.5,-0.625,-0.5625,-0.5625,-0.75,-0.625,-0.625,-0.5625,-0.375,-0.5625,-0.5,-0.5,-0.6875,-0.5,-0.6875,-0.4375,-0.625,-0.625,-0.625,-0.5625,-0.5625,-0.4375,-0.5,-0.6875,-0.625,-0.75,-1.25,-1.1875,-1.3125,-1.3125,-1.3125,-1.3125,-1.4375,-1.3125,-1.3125,-1.5,-1.4375,-1.3125,-1.375,-1.1875,-1.3125,-1.375,-1.3125,-1.25,-1.3125,-1.3125,-1.375,-1.5,-1.25,-1.0625,-1.5,-1.375,-1.375,-1.25,-1.25,-1.3125,-1.25,-1.1875,-1.25,-1.3125,-1.25,-1.3125,-1.1875,-1.25,-1.4375,-1.4375,-1.4375,-1.3125,-1.4375,-1.3125,-1.3125,-1.375,-1.375,-1.375,-1.375,-1.375,-1.3125,-1.375,-1.4375,-1.375,-1.375,-1.3125,-1.1875,301434061846300_000014.sbd
688dfe1047d08710f7faedef,4,8,1754136031,78.85308,-155.915936,-1.25,1012,1.35,-1.85,1.034,18.08,8,3,0,-0.875,-1,-1,-1,-1.0625,-1,-1.0625,-1,-1,-1,-0.875,-0.9375,-1.0625,-0.9375,-0.875,-1,-1,-1,-1,-0.9375,-0.9375,-1,-0.9375,-0.6875,-0.9375,-0.8125,-0.875,-0.6875,-1,-1,-0.875,-0.8125,-0.9375,-0.75,-0.875,-0.6875,-0.75,-0.5625,-0.3125,-0.375,-0.25,-0.375,-0.3125,-0.25,-0.375,-0.4375,-0.4375,-0.4375,-0.4375,-0.5625,-0.5,-0.4375,-0.4375,-0.4375,-0.375,-0.5,-0.5,-0.375,-0.375,-0.4375,-0.5,-0.3125,-0.4375,-0.4375,-0.5625,-0.5,-0.5,-0.5625,-0.5,-0.5,-0.4375,-0.5625,-0.5,-0.5,-0.5625,-0.5625,-0.5625,-0.5,-0.625,-0.5625,-0.625,-0.75,-0.6875,-0.625,-0.625,-0.4375,-0.625,-0.5625,-0.5625,-0.8125,-0.6875,-0.8125,-0.8125,-0.9375,-0.9375,-1.0625,-1.0625,-1.1875,-1.25,-1.3125,-1.4375,-1.3125,-1.3125,-1.5,-1.25,-1.3125,-1.375,-1.3125,-1.3125,-1.4375,-1.3125,-1.3125,-1.5,-1.5,-1.3125,-1.375,-1.1875,-1.3125,-1.375,-1.3125,-1.3125,-1.3125,-1.3125,-1.3125,-1.4375,-1.25,-1.0625,-1.5,-1.375,-1.375,-1.3125,-1.25,-1.375,-1.3125,-1.25,-1.3125,-1.375,-1.3125,-1.3125,-1.1875,-1.25,-1.5,-1.4375,-1.4375,-1.3125,-1.4375,-1.3125,-1.375,-1.375,-1.375,-1.375,-1.375,-1.375,-1.3125,-1.375,-1.4375,-1.4375,-1.375,-1.375,-1.1875,301434061846300_000015.sbd
688e367047d08710f7faee99,5,8,1754150431,78.867552,-155.785216,-1.6875,1010.8,1.36,-1.85,1.026,18.08,7,5,0,-0.5625,-0.6875,-0.75,-0.75,-0.8125,-0.8125,-0.8125,-0.75,-0.75,-0.75,-0.6875,-0.6875,-0.875,-0.75,-0.75,-0.875,-0.8125,-0.875,-0.875,-0.8125,-0.8125,-0.875,-0.8125,-0.625,-0.875,-0.8125,-0.875,-0.75,-1.1875,-1.1875,-1.1875,-1.125,-1.1875,-0.9375,-1,-0.75,-0.75,-0.5,-0.3125,-0.3125,-0.25,-0.3125,-0.3125,-0.1875,-0.375,-0.4375,-0.375,-0.4375,-0.4375,-0.5625,-0.4375,-0.375,-0.4375,-0.4375,-0.375,-0.5,-0.5,-0.375,-0.375,-0.4375,-0.4375,-0.3125,-0.375,-0.4375,-0.5,-0.5,-0.5,-0.5,-0.5,-0.4375,-0.4375,-0.5,-0.4375,-0.5,-0.5,-0.5,-0.5625,-0.5,-0.6875,-0.625,-0.6875,-0.875,-0.8125,-0.8125,-0.75,-0.6875,-0.875,-0.8125,-0.8125,-1.0625,-0.875,-1.0625,-0.9375,-1.1875,-1.375,-1.4375,-1.375,-1.375,-1.25,-1.3125,-1.5,-1.25,-1.3125,-1.5,-1.25,-1.3125,-1.375,-1.3125,-1.3125,-1.4375,-1.375,-1.25,-1.5,-1.5,-1.3125,-1.375,-1.1875,-1.3125,-1.375,-1.3125,-1.3125,-1.3125,-1.3125,-1.3125,-1.4375,-1.25,-1.0625,-1.5,-1.375,-1.3125,-1.3125,-1.25,-1.375,-1.3125,-1.1875,-1.3125,-1.3125,-1.25,-1.3125,-1.1875,-1.25,-1.5,-1.4375,-1.4375,-1.3125,-1.4375,-1.3125,-1.375,-1.4375,-1.375,-1.375,-1.375,-1.375,-1.3125,-1.375,-1.4375,-1.375,-1.375,-1.375,-1.1875,301434061846300_000016.sbd
688e6eb147d08710f7faef98,6,8,1754164830,78.858904,-155.608976,-0.8125,1009.6,1.36,-1.83,1.023,18.08,6,5,0,0.9375,0.75,0.8125,0.625,0.5625,0.6875,0.625,0.6875,0.6875,0.625,0.6875,0.6875,0.5625,0.5625,0.6875,0.5,0.5,0.4375,0.5,0.5625,0.5,0.4375,0.5625,0.6875,0.375,0.5,0.375,0.4375,-0.0625,-0.125,-0.1875,-0.1875,-0.375,-0.25,-0.4375,-0.3125,-0.375,-0.375,-0.3125,-0.3125,-0.1875,-0.3125,-0.25,-0.1875,-0.375,-0.375,-0.375,-0.4375,-0.375,-0.5,-0.375,-0.3125,-0.3125,-0.3125,-0.3125,-0.4375,-0.4375,-0.3125,-0.3125,-0.375,-0.4375,-0.25,-0.3125,-0.375,-0.5,-0.4375,-0.4375,-0.5,-0.5,-0.4375,-0.375,-0.5625,-0.5,-0.5,-0.5625,-0.5625,-0.625,-0.6875,-0.8125,-0.75,-0.8125,-1,-0.9375,-0.875,-0.875,-0.6875,-0.875,-0.875,-0.875,-1.125,-0.9375,-1.125,-1.1875,-1.375,-1.375,-1.4375,-1.375,-1.3125,-1.1875,-1.3125,-1.4375,-1.25,-1.25,-1.4375,-1.1875,-1.3125,-1.375,-1.3125,-1.3125,-1.4375,-1.375,-1.3125,-1.4375,-1.4375,-1.3125,-1.375,-1.125,-1.3125,-1.3125,-1.3125,-1.25,-1.3125,-1.3125,-1.3125,-1.5,-1.25,-1.0625,-1.5,-1.375,-1.3125,-1.3125,-1.25,-1.3125,-1.3125,-1.1875,-1.3125,-1.3125,-1.25,-1.3125,-1.1875,-1.25,-1.5,-1.4375,-1.4375,-1.3125,-1.4375,-1.3125,-1.375,-1.375,-1.375,-1.375,-1.375,-1.375,-1.25,-1.375,-1.4375,-1.375,-1.375,-1.375,-1.1875,301434061846300_000017.sbd
688ea6c447d08710f7faef9b,7,8,1754179230,78.84604,-155.58304,0.1875,1009.5,1.36,-1.83,1.033,18.05,5,5,0,1.625,1.5625,1.5625,1.625,1.375,1.4375,1.0625,1.3125,1.3125,1.4375,1.4375,1.5,1.25,1.3125,1.4375,1.3125,1.1875,1.375,1.4375,1.5,1.4375,1.4375,1.5625,1.6875,1.5,1.5625,1.5,1.6875,1.25,1,0.6875,0.4375,0.1875,0.3125,0.0625,0.125,0,0,-0.25,-0.25,-0.125,-0.1875,-0.125,-0.0625,-0.25,-0.25,-0.1875,-0.25,-0.25,-0.3125,-0.3125,-0.1875,-0.1875,-0.1875,-0.1875,-0.3125,-0.3125,-0.1875,-0.1875,-0.25,-0.3125,-0.1875,-0.25,-0.3125,-0.375,-0.375,-0.375,-0.375,-0.4375,-0.4375,-0.375,-0.5,-0.5,-0.5,-0.5625,-0.625,-0.625,-0.625,-0.75,-0.6875,-0.75,-0.9375,-0.875,-0.875,-0.875,-0.6875,-0.875,-0.8125,-0.875,-1.125,-1,-1.1875,-1.0625,-1.1875,-1.375,-1.3125,-1.3125,-1.3125,-1.25,-1.3125,-1.4375,-1.25,-1.25,-1.4375,-1.25,-1.3125,-1.3125,-1.3125,-1.3125,-1.4375,-1.3125,-1.3125,-1.4375,-1.4375,-1.3125,-1.375,-1.125,-1.3125,-1.25,-1.3125,-1.25,-1.25,-1.3125,-1.3125,-1.5,-1.1875,-1.0625,-1.5,-1.375,-1.3125,-1.25,-1.1875,-1.3125,-1.25,-1.1875,-1.25,-1.3125,-1.25,-1.3125,-1.1875,-1.25,-1.4375,-1.4375,-1.375,-1.3125,-1.4375,-1.3125,-1.375,-1.375,-1.375,-1.375,-1.375,-1.375,-1.25,-1.375,-1.4375,-1.375,-1.375,-1.3125,-1.1875,301434061846300_000018.sbd
688edf0647d08710f7faf046,8,8,1754193630,78.855272,-155.531456,0.0625,1008.7,1.38,-1.81,1.029,18.05,8,5,0,1.5,1.3125,1.3125,1.3125,1.3125,1.25,1.25,1.25,1.3125,1.25,1.3125,1.375,1.1875,1.3125,1.375,1.25,1.1875,1.125,1.25,1.25,1.25,1.1875,1.3125,1.5,1.25,1.3125,1.25,1.4375,0.9375,0.6875,0.5625,0.4375,0.125,0.25,0,0.0625,-0.0625,-0.1875,-0.25,-0.25,-0.1875,-0.25,-0.1875,-0.125,-0.3125,-0.3125,-0.3125,-0.3125,-0.1875,-0.3125,-0.1875,-0.1875,-0.1875,-0.1875,-0.1875,-0.3125,-0.3125,-0.1875,-0.1875,-0.25,-0.3125,-0.1875,-0.25,-0.3125,-0.4375,-0.375,-0.4375,-0.4375,-0.5,-0.5,-0.4375,-0.5625,-0.5,-0.5625,-0.5625,-0.625,-0.625,-0.625,-0.75,-0.6875,-0.75,-0.9375,-0.875,-0.875,-0.8125,-0.6875,-0.875,-0.8125,-0.875,-1.1875,-0.9375,-1.1875,-1,-1.1875,-1.25,-1.3125,-1.3125,-1.25,-1.25,-1.3125,-1.4375,-1.25,-1.25,-1.4375,-1.1875,-1.3125,-1.3125,-1.3125,-1.25,-1.4375,-1.3125,-1.3125,-1.5,-1.4375,-1.3125,-1.375,-1.125,-1.3125,-1.25,-1.3125,-1.25,-1.3125,-1.3125,-1.3125,-1.4375,-1.1875,-1.0625,-1.5,-1.375,-1.3125,-1.3125,-1.1875,-1.3125,-1.25,-1.1875,-1.25,-1.3125,-1.25,-1.3125,-1.125,-1.1875,-1.4375,-1.4375,-1.4375,-1.3125,-1.4375,-1.3125,-1.3125,-1.375,-1.3125,-1.375,-1.375,-1.375,-1.25,-1.375,-1.4375,-1.375,-1.375,-1.3125,-1.1875,301434061846300_000019.sbd
688f175447d08710f7faf0b4,9,8,1754208030,78.845128,-155.450208,-1.125,1009,1.38,-1.83,1.027,18.05,7,4,0,-0.5625,-0.6875,-0.6875,-0.75,-0.8125,-0.75,-0.75,-0.6875,-0.75,-0.75,-0.6875,-0.6875,-0.8125,-0.6875,-0.625,-0.75,-0.75,-0.75,-0.75,-0.6875,-0.6875,-0.6875,-0.625,-0.4375,-0.6875,-0.5625,-0.625,-0.4375,-0.8125,-0.8125,-0.75,-0.6875,-0.8125,-0.5625,-0.5625,-0.375,-0.5,-0.375,-0.3125,-0.3125,-0.25,-0.3125,-0.25,-0.1875,-0.375,-0.375,-0.375,-0.375,-0.3125,-0.4375,-0.375,-0.3125,-0.3125,-0.3125,-0.3125,-0.4375,-0.4375,-0.3125,-0.3125,-0.375,-0.4375,-0.25,-0.4375,-0.4375,-0.5,-0.5,-0.5625,-0.5625,-0.625,-0.5625,-0.5625,-0.625,-0.5625,-0.625,-0.6875,-0.6875,-0.6875,-0.6875,-0.8125,-0.75,-0.8125,-1,-0.9375,-0.875,-0.875,-0.75,-0.9375,-0.875,-0.9375,-1.125,-1,-1.1875,-1,-1.1875,-1.25,-1.3125,-1.3125,-1.3125,-1.25,-1.3125,-1.4375,-1.25,-1.3125,-1.4375,-1.1875,-1.3125,-1.3125,-1.3125,-1.3125,-1.4375,-1.3125,-1.3125,-1.4375,-1.4375,-1.3125,-1.375,-1.125,-1.3125,-1.375,-1.3125,-1.25,-1.3125,-1.3125,-1.3125,-1.4375,-1.25,-1.0625,-1.5,-1.375,-1.3125,-1.3125,-1.1875,-1.3125,-1.25,-1.1875,-1.25,-1.3125,-1.25,-1.3125,-1.125,-1.25,-1.4375,-1.4375,-1.4375,-1.3125,-1.4375,-1.3125,-1.375,-1.375,-1.375,-1.375,-1.375,-1.375,-1.25,-1.375,-1.4375,-1.4375,-1.375,-1.375,-1.1875,301434061846300_000020.sbd
688f4fac47d08710f7faf148,10,8,1754222430,78.828224,-155.496144,-1.9375,1009.2,0.3,-1.85,1.025,18.05,4,5,0,-1.5,-1.625,-1.625,-1.6875,-1.75,-1.6875,-1.6875,-1.625,-1.625,-1.6875,-1.5625,-1.5625,-1.75,-1.5625,-1.5625,-1.6875,-1.625,-1.625,-1.625,-1.625,-1.625,-1.6875,-1.5625,-1.375,-1.625,-1.5,-1.5625,-1.375,-1.8125,-1.75,-1.625,-1.5625,-1.625,-1.375,-1.25,-0.875,-0.8125,-0.5,-0.3125,-0.3125,-0.25,-0.3125,-0.25,-0.1875,-0.375,-0.4375,-0.375,-0.4375,-0.375,-0.4375,-0.4375,-0.375,-0.375,-0.375,-0.375,-0.5,-0.5,-0.375,-0.375,-0.4375,-0.5,-0.375,-0.4375,-0.5,-0.625,-0.625,-0.625,-0.625,-0.625,-0.625,-0.5625,-0.6875,-0.625,-0.6875,-0.6875,-0.75,-0.8125,-0.75,-0.9375,-0.8125,-0.875,-1.0625,-1,-0.9375,-0.9375,-0.8125,-0.9375,-0.9375,-1,-1.1875,-1.0625,-1.25,-1.125,-1.25,-1.4375,-1.375,-1.375,-1.375,-1.25,-1.3125,-1.5,-1.3125,-1.3125,-1.5,-1.1875,-1.3125,-1.375,-1.3125,-1.3125,-1.4375,-1.375,-1.3125,-1.5,-1.4375,-1.3125,-1.375,-1.1875,-1.3125,-1.375,-1.3125,-1.3125,-1.3125,-1.3125,-1.3125,-1.4375,-1.25,-1.0625,-1.5,-1.375,-1.3125,-1.3125,-1.25,-1.375,-1.25,-1.25,-1.3125,-1.3125,-1.25,-1.3125,-1.1875,-1.25,-1.5,-1.4375,-1.4375,-1.3125,-1.4375,-1.375,-1.375,-1.4375,-1.375,-1.375,-1.375,-1.375,-1.25,-1.375,-1.4375,-1.375,-1.375,-1.375,-1.1875,301434061846300_000021.sbd
688f87ec47d08710f7faf19f,11,8,1754236830,78.831816,-155.487984,-1.375,1009.4,1.38,-1.85,1.026,18.03,4,5,0,-0.875,-1,-1.0625,-1.0625,-1.125,-1.0625,-1.125,-1.0625,-1.0625,-1.125,-1,-1,-1.125,-1,-0.9375,-1.125,-1.0625,-1.0625,-1.0625,-1,-1,-1.0625,-0.9375,-0.75,-0.9375,-0.875,-0.875,-0.75,-1.0625,-1,-0.9375,-0.9375,-1.0625,-0.875,-0.9375,-0.625,-0.6875,-0.4375,-0.3125,-0.3125,-0.25,-0.3125,-0.25,-0.1875,-0.3125,-0.375,-0.3125,-0.3125,-0.25,-0.3125,-0.3125,-0.25,-0.3125,-0.3125,-0.3125,-0.4375,-0.4375,-0.375,-0.375,-0.375,-0.5,-0.3125,-0.4375,-0.5,-0.5625,-0.5625,-0.5625,-0.625,-0.625,-0.5625,-0.5625,-0.625,-0.625,-0.625,-0.6875,-0.6875,-0.75,-0.75,-0.875,-0.8125,-0.8125,-1,-0.9375,-0.9375,-0.9375,-0.75,-0.9375,-0.9375,-0.9375,-1.1875,-1.0625,-1.25,-1.125,-1.25,-1.3125,-1.375,-1.375,-1.375,-1.1875,-1.3125,-1.5,-1.25,-1.3125,-1.5,-1.25,-1.3125,-1.375,-1.3125,-1.3125,-1.4375,-1.375,-1.3125,-1.5,-1.5,-1.3125,-1.375,-1.125,-1.3125,-1.3125,-1.3125,-1.3125,-1.3125,-1.3125,-1.375,-1.4375,-1.25,-1.0625,-1.5,-1.375,-1.375,-1.3125,-1.25,-1.375,-1.3125,-1.1875,-1.3125,-1.375,-1.3125,-1.3125,-1.1875,-1.25,-1.5,-1.4375,-1.4375,-1.375,-1.5,-1.375,-1.375,-1.4375,-1.375,-1.375,-1.4375,-1.375,-1.3125,-1.4375,-1.4375,-1.375,-1.4375,-1.375,-1.25,301434061846300_000022.sbd
